timestamp_s,power_w,sm_clock_mhz,utilization_pct
1779088769.699691,434.10,1320,91
1779088769.808884,397.54,1395,95
1779088769.913116,403.39,1320,95
1779088770.016397,350.57,1395,93
1779088770.119607,444.25,1335,93
1779088770.222767,325.75,1365,93
1779088770.326542,370.30,1395,93
1779088770.431050,415.07,1320,92
1779088770.534396,368.38,1395,92
1779088770.637555,417.23,1320,91
1779088770.740903,309.14,1395,91
1779088770.844172,366.88,1410,91
1779088770.947499,407.08,1305,91
1779088771.050813,410.44,1305,96
1779088771.154040,415.07,1380,96
1779088771.257958,362.29,1395,95
1779088771.366258,357.34,1335,95
1779088771.469551,329.73,1395,91
1779088771.572840,372.07,1410,91
1779088771.676252,435.04,1320,89
1779088771.779848,401.57,1380,89
1779088771.890933,392.96,1350,96
1779088771.995810,332.49,1395,93
1779088772.116559,362.62,1410,93
1779088772.219767,445.12,1320,92
1779088772.323192,311.90,1395,92
1779088772.426347,371.46,1320,90
1779088772.529483,409.56,1320,90
1779088772.633293,408.90,1335,98
1779088772.737868,424.28,1305,98
1779088772.842318,405.87,1350,100
1779088772.945584,365.11,1365,100
1779088773.048741,346.01,1395,91
1779088773.151819,417.50,1335,91
1779088773.254933,346.95,1395,92
1779088773.358446,384.97,1410,92
1779088773.468133,328.85,1380,90
1779088773.571295,360.71,1410,90
1779088773.674455,408.02,1350,91
1779088773.777816,370.25,1395,91
1779088773.881012,274.75,1410,92
1779088773.984394,398.07,1320,92
1779088774.094440,331.27,1395,96
1779088774.197769,415.07,1335,96
1779088774.301095,362.02,1395,95
1779088774.404846,366.22,1350,95
1779088774.514628,411.38,1395,91
1779088774.624768,344.80,1365,91
1779088774.727929,410.77,1335,91
1779088774.831185,356.50,1395,93
1779088774.934542,431.95,1380,93
1779088775.038399,316.81,1410,92
1779088775.145603,380.06,1365,92
1779088775.248777,410.77,1395,91
1779088775.351866,362.95,1410,91
1779088775.455016,441.15,1335,92
1779088775.558287,318.69,1395,92
1779088775.661588,360.44,1350,90
1779088775.765435,415.07,1395,90
1779088775.868612,375.76,1410,90
1779088775.972309,351.23,1410,90
1779088776.075644,390.21,1410,88
1779088776.178835,339.87,1410,88
1779088776.282064,384.36,1410,88
1779088776.385264,386.52,1410,88
1779088776.489021,351.50,1410,88
1779088776.592227,384.97,1410,88
1779088776.695471,334.64,1410,90
1779088776.798736,372.07,1410,90
1779088776.901990,388.94,1410,90
1779088777.005211,321.39,1410,90
1779088777.108436,373.95,1410,88
1779088777.212253,392.03,1410,88
1779088777.315868,336.52,1410,88
1779088777.419102,380.39,1410,88
1779088777.522292,393.57,1350,91
1779088777.625573,401.23,1305,91
1779088777.728796,407.08,1305,95
1779088777.835809,309.75,1395,95
1779088777.940508,377.91,1410,93
1779088778.043771,393.25,1410,89
1779088778.146927,333.69,1410,89
1779088778.250073,380.67,1410,91
1779088778.353161,395.72,1410,91
1779088778.456384,351.83,1410,89
1779088778.559646,380.39,1410,89
1779088778.664817,393.90,1410,88
1779088778.767933,341.71,1410,88
1779088778.871070,378.85,1410,90
1779088778.974315,392.63,1410,90
1779088779.077565,336.79,1410,88
1779088779.180755,379.46,1410,88
1779088779.284015,393.90,1410,89
1779088779.388633,339.89,1410,89
1779088779.492356,381.00,1410,91
1779088779.595489,337.13,1410,91
1779088779.698624,362.86,1410,88
1779088779.801679,391.75,1410,88
1779088779.904758,328.18,1410,89
1779088780.008057,375.44,1410,89
1779088780.112851,391.09,1410,91
1779088780.216024,306.05,1410,91
1779088780.319291,366.88,1410,88
1779088780.422528,387.45,1410,88
1779088780.525777,372.68,1410,90
1779088780.628866,360.47,1410,90
1779088780.732466,386.18,1410,88
1779088780.836607,393.57,1410,88
1779088780.939811,322.39,1410,87
1779088781.043045,368.38,1410,87
1779088781.146276,389.06,1410,89
1779088781.249629,394.18,1410,89
1779088781.353189,343.25,1410,87
1779088781.458040,378.25,1410,90
1779088781.561256,393.57,1410,90
1779088781.664500,310.35,1410,88
1779088781.767717,367.77,1410,88
1779088781.870987,386.79,1410,90
1779088781.974187,404.93,1410,90
1779088782.077411,342.65,1410,88
1779088782.181223,377.09,1410,88
1779088782.284453,392.76,1410,89
1779088782.387628,328.85,1410,89
1779088782.490850,365.11,1410,89
1779088782.594132,383.81,1410,89
1779088782.702269,394.18,1410,87
1779088782.807236,307.60,1410,87
1779088782.911890,385.91,1410,90
1779088783.014905,397.87,1410,90
1779088783.117936,332.49,1410,88
1779088783.221083,373.01,1410,88
1779088783.324241,390.00,1410,90
1779088783.427981,404.74,1410,90
1779088783.531175,346.95,1410,88
1779088783.634266,377.97,1410,88
1779088783.737498,391.42,1410,90
1779088783.840714,380.12,1410,90
1779088783.943904,341.43,1410,87
1779088784.047077,375.54,1410,87
1779088784.150900,391.09,1410,90
1779088784.254512,396.46,1410,90
1779088784.357689,338.67,1410,88
1779088784.460955,372.17,1410,88
1779088784.564182,388.66,1410,89
1779088784.667984,396.06,1410,89
1779088784.771203,311.62,1410,87
1779088784.875550,362.95,1410,90
1779088784.978813,382.82,1410,90
1779088785.082066,393.25,1410,88
1779088785.185282,351.58,1410,88
1779088785.288535,341.43,1410,88
1779088785.391787,375.54,1410,88
1779088785.495059,389.67,1410,89
1779088785.598835,398.81,1410,89
1779088785.702133,316.20,1410,87
1779088785.805387,344.52,1410,87
1779088785.908665,381.39,1410,90
1779088786.011970,392.36,1410,90
1779088786.115289,396.06,1410,87
1779088786.218473,335.58,1410,87
1779088786.322321,370.30,1410,90
1779088786.426329,384.69,1410,90
1779088786.530080,406.14,1365,89
1779088786.633259,358.32,1395,89
1779088786.736344,458.03,1365,93
1779088786.839421,403.11,1320,93
1779088786.942530,345.74,1395,95
1779088787.045614,418.44,1395,95
1779088787.148905,397.87,1350,93
1779088787.258532,321.72,1410,93
1779088787.361705,369.69,1410,91
1779088787.464847,388.66,1410,91
1779088787.568335,396.66,1410,91
1779088787.671516,317.42,1410,91
1779088787.775460,353.07,1410,87
1779088787.882536,441.15,1320,87
1779088787.985627,411.05,1320,93
1779088788.092024,320.23,1395,93
1779088788.195234,354.62,1410,92
1779088788.299076,384.15,1410,89
1779088788.402417,440.55,1350,89
1779088788.507731,346.34,1365,92
1779088788.610938,420.26,1350,92
1779088788.714199,374.93,1395,92
1779088788.817356,319.57,1410,92
1779088788.920480,365.95,1365,89
1779088789.023743,413.53,1320,89
1779088789.127571,355.23,1395,95
1779088789.230712,379.51,1410,95
1779088789.333889,342.98,1410,88
1779088789.437055,345.74,1410,88
1779088789.540273,379.85,1410,90
1779088789.643522,390.60,1410,90
1779088789.746880,398.20,1410,87
1779088789.850694,312.51,1410,87
1779088789.956901,409.84,1305,92
1779088790.060132,408.90,1320,92
1779088790.163409,324.21,1395,97
1779088790.266465,376.15,1410,97
1779088790.369559,393.57,1410,90
1779088790.472661,396.66,1410,90
1779088790.576380,333.10,1410,88
1779088790.680121,335.58,1410,88
1779088790.783214,367.54,1410,88
1779088790.886316,383.15,1410,88
1779088790.989412,411.05,1350,89
1779088791.092507,363.56,1395,89
1779088791.195622,332.49,1410,95
1779088791.298819,345.41,1410,95
1779088791.403112,374.33,1410,88
1779088791.507161,384.36,1410,88
1779088791.610535,394.18,1410,90
1779088791.713844,398.48,1410,90
1779088791.817450,309.47,1410,87
1779088791.923704,426.44,1335,94
1779088792.027565,351.86,1395,94
1779088792.131900,382.22,1410,89
1779088792.235244,398.20,1410,89
1779088792.338614,307.32,1410,87
1779088792.441898,423.34,1380,87
1779088792.545281,384.43,1410,93
1779088792.648668,311.02,1410,93
1779088792.752141,351.86,1410,89
1779088792.857737,378.63,1410,89
1779088792.961179,445.45,1335,92
1779088793.064583,338.33,1395,92
1779088793.167878,370.90,1410,90
1779088793.271238,385.97,1410,90
1779088793.374575,396.66,1395,88
1779088793.478028,435.31,1380,88
1779088793.582017,370.85,1395,93
1779088793.685992,406.75,1350,93
1779088793.789309,328.18,1395,95
1779088793.892523,366.32,1410,95
1779088793.995693,401.84,1410,90
1779088794.098938,399.42,1365,90
1779088794.202139,340.82,1395,95
1779088794.305674,348.17,1410,95
1779088794.410008,373.99,1410,88
1779088794.513247,417.50,1335,88
1779088794.616521,359.54,1395,95
1779088794.719724,450.09,1335,95
1779088794.822977,406.75,1335,93
1779088794.926193,401.57,1365,93
1779088795.029546,305.78,1395,97
1779088795.133401,338.67,1410,97
1779088795.238836,430.13,1350,87
1779088795.342156,368.10,1395,87
1779088795.445407,390.00,1410,94
1779088795.553039,350.31,1410,87
1779088795.656453,341.43,1410,87
1779088795.761389,368.47,1410,89
1779088795.864662,384.03,1410,89
1779088795.967887,392.15,1410,89
1779088796.071084,398.81,1410,89
1779088796.174269,303.89,1410,86
1779088796.277503,348.77,1380,86
1779088796.380848,414.23,1365,92
1779088796.484800,296.23,1395,92
1779088796.588101,344.19,1410,89
1779088796.691312,409.04,1350,89
1779088796.794704,405.34,1395,94
1779088796.897956,382.61,1410,94
1779088797.001127,316.81,1350,87
1779088797.104259,417.23,1335,87
1779088797.207558,304.23,1395,95
1779088797.311285,336.19,1410,95
1779088797.420637,452.85,1365,90
1779088797.523791,406.14,1320,90
1779088797.626999,384.76,1395,95
1779088797.730118,337.40,1410,95
1779088797.833392,339.28,1410,87
1779088797.938207,372.45,1410,87
1779088798.042966,417.23,1320,90
1779088798.146239,372.17,1395,90
1779088798.249527,394.79,1410,92
1779088798.352787,360.81,1410,92
1779088798.456054,426.44,1320,87
1779088798.559344,317.75,1380,87
1779088798.663168,361.41,1410,95
1779088798.766355,387.85,1410,95
1779088798.870645,456.21,1335,89
1779088798.975110,409.65,1365,89
1779088799.079659,362.02,1395,95
1779088799.182933,387.85,1410,86
1779088799.287194,399.69,1410,86
1779088799.397596,430.41,1365,93
1779088799.500900,371.23,1395,93
1779088799.604144,331.61,1410,89
1779088799.707339,376.75,1410,89
1779088799.811150,434.71,1350,94
1779088799.917379,339.55,1395,94
1779088800.020930,373.06,1410,91
1779088800.124350,395.12,1410,91
1779088800.227837,363.23,1380,89
1779088800.331268,417.23,1365,89
1779088800.434923,395.52,1350,98
1779088800.539025,417.23,1395,98
1779088800.642745,357.38,1410,91
1779088800.747272,428.86,1380,91
1779088800.850783,408.02,1350,93
1779088800.954342,361.68,1380,93
1779088801.057791,341.71,1410,95
1779088801.161424,356.16,1410,95
1779088801.267012,418.44,1350,88
1779088801.370595,334.37,1395,88
1779088801.474124,414.89,1350,93
1779088801.577532,410.26,1335,93
1779088801.681053,377.09,1395,95
1779088801.784643,404.74,1410,95
1779088801.888844,330.67,1410,88
1779088802.000109,423.17,1335,88
1779088802.104662,309.18,1395,93
1779088802.208205,359.54,1410,90
1779088802.312274,387.19,1410,90
1779088802.416854,449.88,1320,93
1779088802.521380,402.86,1380,93
1779088802.624855,373.99,1410,93
1779088802.728339,396.74,1410,93
1779088802.831832,316.86,1365,91
1779088802.935277,409.98,1395,91
1779088803.039226,339.28,1410,90
1779088803.142724,356.77,1410,90
1779088803.245991,382.61,1350,91
1779088803.349300,406.89,1395,91
1779088803.452548,370.90,1410,93
1779088803.555722,398.61,1410,93
1779088803.659061,336.79,1350,90
1779088803.763045,402.58,1395,90
1779088803.867299,394.91,1410,93
1779088803.974242,436.85,1335,93
1779088804.077509,307.63,1365,93
1779088804.180903,354.62,1395,93
1779088804.284173,427.98,1380,90
1779088804.387469,338.41,1380,90
1779088804.491288,373.06,1410,93
1779088804.595016,394.31,1410,93
1779088804.698383,409.98,1350,90
1779088804.801712,382.00,1395,90
1779088804.904943,404.74,1410,93
1779088805.008135,362.29,1365,93
1779088805.111307,413.62,1380,91
1779088805.214391,326.08,1410,91
1779088805.317979,375.21,1410,90
1779088805.431120,390.60,1350,91
1779088805.535016,405.67,1305,91
1779088805.638619,324.21,1395,95
1779088805.742608,361.41,1410,95
1779088805.851734,395.80,1335,91
1779088805.954999,409.65,1365,91
1779088806.058342,305.48,1395,93
1779088806.161517,353.07,1410,93
1779088806.264729,383.81,1410,91
1779088806.368633,433.94,1350,91
1779088806.473677,318.68,1395,93
1779088806.576799,354.62,1410,93
1779088806.679940,385.37,1410,91
1779088806.783111,450.36,1365,91
1779088806.886439,350.40,1395,93
1779088806.990189,372.78,1410,93
1779088807.094151,312.51,1410,89
1779088807.197406,403.52,1320,89
1779088807.302494,431.78,1350,94
1779088807.405613,354.98,1380,94
1779088807.508784,409.98,1335,93
1779088807.611979,351.61,1395,93
1779088807.715169,338.08,1410,93
1779088807.818323,372.55,1410,93
1779088807.922317,388.46,1410,90
1779088808.029136,398.28,1395,90
1779088808.132465,407.30,1320,90
1779088808.235696,403.19,1365,90
1779088808.338926,314.70,1395,95
1779088808.442140,359.90,1410,95
1779088808.545666,419.81,1350,89
1779088808.659638,418.54,1380,94
1779088808.762828,297.13,1410,94
1779088808.866096,358.41,1410,89
1779088808.969357,416.11,1365,89
1779088809.073107,327.91,1395,92
1779088809.176237,367.63,1410,92
1779088809.280670,387.31,1350,90
1779088809.383838,412.41,1365,90
1779088809.487161,359.29,1395,92
1779088809.590372,326.70,1410,92
1779088809.693561,421.63,1320,92
1779088809.797227,396.12,1335,92
1779088809.907200,363.32,1335,97
1779088810.010527,314.98,1395,97
1779088810.113847,341.17,1410,90
1779088810.217345,380.78,1410,90
1779088810.322652,414.56,1350,93
1779088810.428451,329.79,1395,93
1779088810.531647,364.81,1410,90
1779088810.634850,418.26,1335,90
1779088810.738048,324.54,1365,95
1779088810.841323,355.92,1395,95
1779088810.944516,390.07,1410,90
1779088811.047750,435.48,1365,90
1779088811.151492,355.59,1380,93
1779088811.254957,386.09,1410,93
1779088811.358191,326.70,1410,89
1779088811.461442,427.75,1320,89
1779088811.564692,407.83,1320,94
1779088811.667882,356.53,1395,94
1779088811.771174,371.61,1410,95
1779088811.874357,346.69,1410,95
1779088811.978157,416.81,1335,88
1779088812.084216,314.38,1395,88
1779088812.192317,366.97,1395,93
1779088812.295618,414.23,1335,95
1779088812.398943,417.65,1380,95
1779088812.502716,388.24,1410,90
1779088812.606589,354.38,1320,90
1779088812.709999,409.74,1320,97
1779088812.813440,371.95,1395,97
1779088812.916695,339.29,1410,91
1779088813.019953,378.08,1380,91
1779088813.123204,420.84,1380,95
1779088813.226470,431.00,1335,95
1779088813.330229,308.55,1395,93
1779088813.434561,359.38,1410,93
1779088813.537740,393.84,1410,91
1779088813.640937,397.27,1410,91
1779088813.744132,318.39,1365,88
1779088813.847284,427.13,1395,88
1779088813.950994,307.32,1410,93
1779088814.054167,404.95,1335,93
1779088814.157925,360.27,1365,98
1779088814.265720,376.92,1410,98
1779088814.368844,426.97,1320,89
1779088814.472052,406.97,1365,89
1779088814.575344,339.03,1395,96
1779088814.678465,387.31,1410,96
1779088814.782297,406.70,1305,92
1779088814.886215,411.01,1320,92
1779088814.991992,339.36,1395,100
1779088815.095088,385.54,1410,100
1779088815.198266,320.84,1350,91
1779088815.301413,403.60,1305,91
1779088815.404519,406.36,1350,96
1779088815.507998,335.65,1395,96
1779088815.611705,420.84,1335,92
1779088815.719765,340.91,1350,98
1779088815.823001,413.25,1395,98
1779088815.926200,354.12,1410,92
1779088816.029426,388.31,1410,92
1779088816.132648,443.00,1320,95
1779088816.236550,351.36,1395,95
1779088816.340334,386.76,1410,90
1779088816.445116,336.26,1335,90
1779088816.548476,317.79,1395,92
1779088816.651745,371.01,1410,92
1779088816.754869,395.31,1350,92
1779088816.858047,413.16,1395,92
1779088816.961255,385.76,1410,92
1779088817.065032,332.22,1380,92
1779088817.172759,414.80,1395,92
1779088817.275890,336.00,1365,92
1779088817.379170,418.96,1395,93
1779088817.482857,410.07,1305,93
1779088817.586283,303.93,1380,96
1779088817.690071,370.68,1410,96
1779088817.794952,396.60,1410,90
1779088817.898171,387.58,1410,90
1779088818.001332,407.92,1350,91
1779088818.104483,407.92,1350,91
1779088818.207648,324.54,1365,98
1779088818.310986,378.08,1395,98
1779088818.414167,396.53,1410,92
1779088818.517921,413.86,1335,92
1779088818.622987,383.99,1395,93
1779088818.726139,353.19,1410,93
1779088818.829312,410.48,1320,89
1779088818.932515,406.78,1335,89
1779088819.035830,373.21,1395,98
1779088819.139280,405.23,1410,98
1779088819.242547,433.60,1305,89
1779088819.348460,402.80,1305,100
1779088819.456015,347.32,1395,100
1779088819.559383,352.58,1410,91
1779088819.662559,459.15,1320,91
1779088819.765990,405.23,1320,98
1779088819.869918,307.93,1395,98
1779088819.974463,354.49,1410,91
1779088820.077727,391.68,1410,91
1779088820.181006,397.88,1410,90
1779088820.284269,327.63,1350,90
1779088820.387571,417.56,1305,93
1779088820.490921,408.94,1395,93
1779088820.594917,334.44,1410,90
1779088820.703830,372.33,1335,90
1779088820.807074,411.70,1335,95
1779088820.910865,411.70,1395,95
1779088821.015066,403.68,1410,91
1779088821.118703,402.46,1335,91
1779088821.228333,351.97,1380,98
1779088821.331497,391.68,1410,98
1779088821.434737,367.07,1395,89
1779088821.537970,409.27,1335,89
1779088821.641310,384.32,1395,95
1779088821.744944,342.40,1410,95
1779088821.849454,415.74,1320,89
1779088821.954466,346.46,1395,89
1779088822.057666,382.17,1410,95
1779088822.160868,359.42,1410,95
1779088822.264037,353.88,1410,89
1779088822.367663,416.34,1320,89
1779088822.470908,328.58,1380,95
1779088822.575896,412.31,1320,93
1779088822.683169,310.42,1395,93
1779088822.786494,360.02,1410,85
1779088822.889751,395.11,1410,85
1779088822.993101,400.04,1410,90
1779088823.096417,353.27,1410,90
1779088823.200255,383.72,1410,91
1779088823.303395,396.93,1380,91
1779088823.407305,397.55,1395,91
1779088823.510634,336.00,1410,91
1779088823.613913,387.36,1350,90
1779088823.717123,409.27,1365,90
1779088823.820399,364.91,1395,91
1779088823.923909,332.29,1320,91
1779088824.033297,410.15,1305,95
1779088824.136609,412.31,1395,95
1779088824.240420,323.38,1410,90
1779088824.343900,413.58,1335,90
1779088824.447037,402.46,1320,95
1779088824.550876,385.21,1395,95
1779088824.654863,350.43,1410,90
1779088824.759507,417.90,1335,90
1779088824.862787,370.44,1395,94
1779088824.965898,395.38,1410,94
1779088825.069099,433.88,1350,89
1779088825.172284,399.42,1365,89
1779088825.275446,319.06,1380,94
1779088825.379196,365.19,1410,94
1779088825.483178,390.80,1410,88
1779088825.586448,407.39,1335,88
1779088825.690438,280.52,1395,94
1779088825.793657,352.66,1410,94
1779088825.896822,443.45,1320,87
1779088826.000282,345.58,1395,87
1779088826.103363,445.00,1320,92
1779088826.208557,402.46,1320,97
1779088826.315173,348.34,1395,97
1779088826.422451,433.27,1335,93
1779088826.525710,368.66,1395,93
1779088826.629744,335.05,1410,88
1779088826.734030,424.37,1320,88
1779088826.837266,376.92,1350,97
1779088826.943612,412.64,1395,97
